,customer_id,tr_datetime,mcc_code,tr_type,amount,term_id,day
5148475,46890366,0 09:50:25,4814,1030,-4267.24,,0
5148476,46890366,0 10:07:02,4814,1030,-606.4,,0
5148477,46890366,0 10:17:51,4814,1030,-2245.92,,0
5148478,46890366,0 10:18:16,4814,1030,-10668.1,,0
5148479,46890366,0 10:21:21,4814,1030,-5322.82,,0
5148480,46890366,0 10:24:17,4814,1030,-6400.86,,0
5148481,46890366,0 10:36:46,4814,1030,-2133.62,,0
5148482,46890366,0 10:43:29,4814,1030,-2133.62,,0
5148483,46890366,0 10:44:02,4814,1030,-2133.62,,0
5148484,46890366,0 10:48:05,4814,1030,-1055.58,,0
5148485,46890366,0 11:00:40,4814,1030,-224.59,,0
5148486,46890366,0 11:04:06,4814,1030,-2133.62,,0
5148487,46890366,0 11:06:21,4814,1030,-7040.95,,0
5148488,46890366,0 11:12:41,4814,1030,-6400.86,,0
5148489,46890366,0 11:36:34,4814,1030,-1055.58,,0
5148490,46890366,0 11:37:35,4814,1030,-3189.2,,0
5148491,46890366,0 11:42:24,4814,1030,-1280.17,,0
5148492,46890366,0 11:46:11,4814,1030,-471.64,,0
5148493,46890366,0 11:49:02,4814,1030,-2133.62,,0
5148494,46890366,0 12:08:40,4814,1030,-583.94,,0
5148495,46890366,0 12:15:04,4814,1030,-943.28,,0
5148496,46890366,0 12:16:59,4814,1030,-2133.62,,0
5148497,46890366,0 12:24:56,4814,1030,-2133.62,,0
5148498,46890366,0 12:25:60,4814,1030,-1122.96,,0
5148499,46890366,0 12:39:53,4814,1030,-4267.24,,0
5148500,46890366,0 12:45:50,4814,1030,-2133.62,,0
5148501,46890366,0 12:46:26,4814,1030,-2133.62,,0
5148502,46890366,0 12:47:02,4814,1030,-3189.2,,0
5148503,46890366,0 12:52:36,4814,1030,-8534.48,,0
5148504,46890366,0 12:54:53,4814,1030,-4267.24,,0
5148505,46890366,0 12:58:31,4814,1030,-1055.58,,0
5148506,46890366,0 13:00:41,4814,1030,-606.4,,0
5148507,46890366,0 13:08:10,4814,1030,-1055.58,,0
5148508,46890366,0 13:23:46,4814,1030,-2133.62,,0
5148509,46890366,0 13:25:34,4814,1030,-2245.92,,0
5148510,46890366,0 13:25:38,4814,1030,-2245.92,,0
5148511,46890366,0 13:31:10,4814,1030,-2133.62,,0
5148513,46890366,0 14:12:34,4814,1030,-2133.62,,0
5148514,46890366,0 14:13:47,4814,1030,-2133.62,,0
5148515,46890366,0 14:14:07,4814,1030,-2133.62,,0
5148516,46890366,0 14:14:04,4814,1030,-2133.62,,0
5148517,46890366,0 14:15:31,4814,1030,-2133.62,,0
5148518,46890366,0 14:16:07,4814,1030,-1055.58,,0
5148519,46890366,0 14:20:24,4814,1030,-2133.62,,0
5148520,46890366,0 14:45:07,4814,1030,-1122.96,,0
5148521,46890366,0 15:03:50,4814,1030,-4267.24,,0
5148522,46890366,0 15:11:59,4814,1030,-7456.44,,0
5148523,46890366,0 15:13:02,4814,1030,-1055.58,,0
5148524,46890366,0 15:20:53,4814,1030,-2133.62,,0
5148525,46890366,0 16:16:23,4814,1030,-1055.58,,0
5148526,46890366,0 16:17:31,4814,1030,-1055.58,,0
5148527,46890366,0 16:26:20,4814,1030,-2133.62,,0
5148528,46890366,0 16:27:05,4814,1030,-1122.96,,0
5148529,46890366,0 16:28:53,4814,1030,-2762.48,,0
5148530,46890366,0 16:28:36,4814,1030,-988.2,,0
5148531,46890366,0 16:29:48,4814,1030,-1055.58,,0
5148532,46890366,0 16:37:23,4814,1030,-4267.24,,0
5148533,46890366,0 16:41:18,4814,1030,-2133.62,,0
5148534,46890366,0 16:42:20,4814,1030,-1055.58,,0
5148535,46890366,0 16:44:59,4814,1030,-2133.62,,0
5148536,46890366,0 16:48:40,4814,1030,-4267.24,,0
5148537,46890366,0 17:01:04,4814,1030,-4267.24,,0
5148538,46890366,0 17:34:10,4814,1030,-6400.86,,0
5148539,46890366,0 17:35:07,4814,1030,-2133.62,,0
5148540,46890366,0 17:36:27,4814,1030,-6737.75,,0
5148541,46890366,0 17:49:06,4814,1030,-6400.86,,0
5148542,46890366,0 18:21:41,4814,1030,-4267.24,,0
5148543,46890366,0 18:28:56,4814,1030,-5322.82,,0
5148544,46890366,0 18:30:33,4814,1030,-2133.62,,0
5148545,46890366,0 18:32:34,4829,2370,-107220.02,,0
5148547,46890366,1 12:52:05,4814,1030,-2133.62,,1
5148548,46890366,1 12:53:06,4814,1030,-2133.62,,1
5148550,46890366,1 14:19:18,4814,1030,-4267.24,,1
5148551,46890366,1 14:20:37,4814,1030,-2133.62,,1
5148552,46890366,1 14:40:28,4814,1030,-4267.24,,1
5148553,46890366,1 15:25:33,4814,1030,-3368.87,,1
5148554,46890366,1 15:43:50,4814,1030,-1055.58,,1
5148555,46890366,1 16:06:27,4814,1030,-4267.24,,1
5148556,46890366,1 16:24:28,4814,1030,-2133.62,,1
5148557,46890366,1 16:27:39,4814,1030,-1055.58,,1
5148558,46890366,1 16:29:29,4814,1030,-6400.86,,1
5148559,46890366,1 16:43:02,4814,1030,-2133.62,,1
5148560,46890366,1 17:01:43,4814,1030,-1706.9,,1
5148561,46890366,1 17:16:05,4814,1030,-1055.58,,1
5148562,46890366,1 17:17:20,4814,1030,-1055.58,,1
5148563,46890366,1 17:18:57,4814,1030,-1055.58,,1
5148564,46890366,1 17:32:44,4814,1030,-10668.1,,1
5148567,46890366,6 10:27:58,4814,1030,-4267.24,,6
5148568,46890366,6 10:29:15,4814,1030,-1055.58,,6
5148569,46890366,6 11:03:52,4814,1030,-291.97,,6
5148571,46890366,6 11:24:24,4814,1030,-2133.62,,6
5148572,46890366,6 11:24:24,4814,1030,-1055.58,,6
5148573,46890366,6 13:01:49,4814,1030,-3615.92,,6
5148574,46890366,6 13:02:26,4814,1030,-2133.62,,6
5148575,46890366,6 13:02:43,4814,1030,-5322.82,,6
5148576,46890366,6 13:03:57,4814,1030,-1055.58,,6
5148577,46890366,6 13:03:17,4814,1030,-1055.58,,6
5148578,46890366,6 13:03:49,4814,1030,-2133.62,,6
5148579,46890366,6 13:04:23,4814,1030,-2133.62,,6
5148580,46890366,6 13:04:46,4814,1030,-2133.62,,6
5148581,46890366,6 13:05:16,4814,1030,-10668.1,,6
5148582,46890366,6 13:06:12,4814,1030,-4267.24,,6
5148583,46890366,6 13:06:27,4814,1030,-2133.62,,6
5148584,46890366,6 13:07:55,4814,1030,-1055.58,,6
5148585,46890366,6 13:08:01,4814,1030,-2133.62,,6
5148586,46890366,6 13:08:14,4814,1030,-2133.62,,6
5148587,46890366,6 13:09:13,4814,1030,-2133.62,,6
5148588,46890366,6 13:09:44,4814,1030,-1482.3,,6
5148589,46890366,6 13:11:28,4814,1030,-224.59,,6
5148590,46890366,6 13:11:36,4814,1030,-2133.62,,6
5148591,46890366,6 13:12:29,4814,1030,-1055.58,,6
5148592,46890366,6 13:12:49,4814,1030,-8534.48,,6
5148593,46890366,6 13:13:53,4814,1030,-2133.62,,6
5148594,46890366,6 13:13:09,4814,1030,-2133.62,,6
5148595,46890366,6 13:14:50,4814,1030,-4267.24,,6
5148596,46890366,6 13:14:37,4814,1030,-2133.62,,6
5148597,46890366,6 13:15:52,4814,1030,-4267.24,,6
5148598,46890366,6 13:15:14,4814,1030,-4267.24,,6
5148599,46890366,6 13:16:29,4814,1030,-1055.58,,6
5148600,46890366,6 13:16:47,4814,1030,-2133.62,,6
5148602,46890366,6 13:24:37,4814,1030,-1055.58,,6
5148603,46890366,6 13:30:52,4814,1030,-6400.86,,6
5148604,46890366,6 13:55:59,4814,1030,-1055.58,,6
5148605,46890366,6 14:10:17,4814,1030,-1055.58,,6
5148606,46890366,6 14:27:02,4814,1030,-1280.17,,6
5148607,46890366,6 15:02:47,4814,1030,-1055.58,,6
5148608,46890366,6 15:03:54,4814,1030,-763.61,,6
5148609,46890366,6 15:24:04,4814,1030,-2133.62,,6
5148610,46890366,6 15:25:12,4814,1030,-2133.62,,6
5148611,46890366,6 15:26:19,4814,1030,-2133.62,,6
5148612,46890366,6 15:29:08,4814,1030,-4267.24,,6
5148613,46890366,6 16:19:24,4814,1030,-2133.62,,6
5148614,46890366,6 16:28:49,4814,1030,-4491.83,,6
5148615,46890366,6 17:03:34,4814,1030,-6737.75,,6
5148616,46890366,6 17:13:21,4814,1030,-2245.92,,6
5148617,46890366,6 17:14:58,4814,1030,-2133.62,,6
5148618,46890366,6 17:21:60,4814,1030,-1055.58,,6
5148619,46890366,6 17:41:55,4814,1030,-1122.96,,6
5148620,46890366,6 17:52:60,4814,1030,-2133.62,,6
5148621,46890366,6 17:58:59,4814,1030,-2133.62,,6
5148622,46890366,6 18:07:55,4814,1030,-1055.58,,6
5148623,46890366,6 18:34:24,4814,1030,-4267.24,,6
5148624,46890366,6 18:35:39,4814,1030,-2133.62,,6
5148625,46890366,6 18:41:32,4814,1030,-1055.58,,6
5148626,46890366,6 18:47:03,4814,1030,-4267.24,,6
5148627,46890366,6 18:53:03,4814,1030,-4267.24,,6
5148628,46890366,7 08:25:03,4829,2370,-8871.37,,7
5148630,46890366,8 09:38:11,4814,1030,-2133.62,,8
5148631,46890366,8 09:38:15,4814,1030,-2133.62,,8
