,customer_id,tr_datetime,mcc_code,tr_type,amount,term_id,day
2018950,7999570,0 08:49:10,4829,2370,-5390.2,,0
2018952,7999570,0 11:14:52,4814,1030,-11229.58,,0
2018954,7999570,0 12:02:59,4829,2370,-56597.08,,0
2018955,7999570,0 12:05:28,4829,2370,-5614.79,,0
2018957,7999570,0 12:17:43,4829,2370,-67377.47,,0
2018958,7999570,0 12:31:11,4829,2370,-111172.83,,0
2018959,7999570,0 12:46:23,4829,2370,-87590.72,,0
2018962,7999570,0 15:29:37,4829,4071,-2201.22,,0
2018963,7999570,0 15:29:17,4829,2371,-220122.2,,0
2018964,7999570,0 15:33:12,4829,2370,-316224.94,,0
2018965,7999570,0 15:36:55,4829,2370,-23020.64,,0
2018966,7999570,0 15:40:52,4829,2370,-20774.72,,0
2018967,7999570,0 15:41:09,4829,2370,-22459.16,,0
2018969,7999570,0 15:44:29,4829,2370,-68500.43,,0
2018970,7999570,0 15:46:54,4829,2370,-55024.94,,0
2018971,7999570,0 15:48:26,4829,2370,-26950.99,,0
2018972,7999570,0 15:55:30,4829,2370,-171812.56,,0
2018974,7999570,0 16:14:25,4829,2370,-1275230.98,,0
2018975,7999570,0 16:17:35,4829,2370,-628856.42,,0
2018977,7999570,0 16:25:07,4829,2370,-33239.55,,0
2018978,7999570,0 16:26:42,4829,2370,-24705.07,,0
2018980,7999570,0 16:32:56,4814,1030,-2245.92,,0
2018982,7999570,3 08:50:09,4829,2370,-565970.77,,3
2018983,7999570,3 09:57:36,4829,2370,-90959.59,,3
2018984,7999570,3 10:01:09,4829,2370,-67377.47,,3
2018985,7999570,3 10:02:24,4829,2370,-44918.32,,3
2018986,7999570,3 10:04:23,4829,2370,-33688.74,,3
2018987,7999570,3 10:15:06,4829,2370,-137000.86,,3
2018988,7999570,3 10:17:53,4829,2370,-1122.96,,3
2018989,7999570,3 10:22:23,4829,2370,-80852.97,,3
2018990,7999570,3 10:29:46,4829,2370,-4491.83,,3
2018991,7999570,3 10:34:13,4829,2370,-8983.66,,3
2018992,7999570,3 10:37:29,4829,4071,-533.63,,3
2018993,7999570,3 10:37:52,4829,2371,-53362.96,,3
2018994,7999570,3 10:40:43,4829,2370,-17967.33,,3
2018995,7999570,3 10:40:02,4814,1030,-22459.16,,3
2018996,7999570,3 10:42:59,4814,1030,-22459.16,,3
2018998,7999570,3 10:44:38,4829,2370,-144277.63,,3
2019000,7999570,3 14:18:53,4829,2370,-112295.79,,3
2019001,7999570,3 14:43:47,4829,2370,-56147.89,,3
2019003,7999570,3 14:44:39,4829,2370,-56147.89,,3
2019004,7999570,3 14:46:48,4829,2370,-5614.79,,3
2019006,7999570,3 14:47:33,4829,2370,-5614.79,,3
2019007,7999570,3 14:48:12,4829,2370,-20213.24,,3
2019009,7999570,3 14:48:08,4829,2370,-19106.45,,3
2019011,7999570,3 15:15:31,4814,1030,-11229.58,,3
2019012,7999570,3 18:44:56,4829,2370,-123525.37,,3
2019013,7999570,3 18:46:02,4829,2370,-224591.58,,3
2019015,7999570,3 19:36:04,5411,1010,-24900.47,,3
2019016,7999570,4 08:41:22,4829,4071,-667.04,,4
2019017,7999570,4 08:41:04,4829,2371,-66703.7,,4
2019018,7999570,4 08:43:00,4829,2370,-11229.58,,4
2019019,7999570,4 08:45:40,4829,2370,-11229.58,,4
2019020,7999570,4 08:46:59,4829,2370,-11229.58,,4
2019024,7999570,4 15:49:00,4829,2370,-112295.79,,4
2019025,7999570,4 15:52:59,4829,2370,-141492.69,,4
2019026,7999570,4 16:01:57,4829,2370,-185288.05,,4
2019027,7999570,4 16:06:31,4829,2370,-84221.84,,4
2019028,7999570,4 16:18:49,4829,2370,-184165.09,,4
2019029,7999570,4 16:20:20,4829,2370,-101066.21,,4
2019030,7999570,4 16:22:11,4829,2370,-444691.32,,4
2019031,7999570,4 16:38:49,4829,2370,-24705.07,,4
2019032,7999570,4 16:44:06,4829,2370,-53901.98,,4
2019033,7999570,4 16:52:18,4829,2370,-7860.71,,4
