,day,value
0,0,11954.297560975609
1,1,26210.772500000003
2,2,3436.49
3,3,-145499.06384615385
4,4,5056.407580645163
5,5,9921.213191489362
6,6,6001.699545454546
7,7,8983.663513513511
8,8,12284.221304347828
9,9,6961.135714285713
10,10,11503.17257575758
11,11,9727.427558139536
12,12,11790.345396825398
13,13,9760.566530612246
14,14,-32621.729649122804
15,15,-94014.03483870966
16,16,8501.540333333332
17,17,10200.750857142857
18,18,-97714.91347826092
19,19,11461.741797752813
20,20,-2626.1663076923073
21,21,9018.784266666671
22,22,12711.883728813564
23,23,-84879.70625
24,24,-14003.944117647055
25,25,8276.710909090909
26,26,19414.620588235302
27,27,-16449.829534883716
28,28,6686.174629629631
29,29,2966.176046511632
30,30,13718.245106382981
31,31,14211.415113636367
32,32,-14614.939746835431
33,33,12843.505348837218
34,34,-11190.988909090906
35,35,9683.38679611651
36,36,13462.082083333338
37,37,6091.517358490567
38,38,-2269.3841573033674
39,39,-21956.07283333334
40,40,11118.21875
41,41,-61695.30586206895
42,42,19169.91363636363
43,43,14474.929999999998
44,44,14935.341666666667
45,45,13703.080666666669
46,46,-10571.58648648649
47,47,-8470.31095238095
48,48,12728.519259259256
49,49,-20012.35722222222
50,50,17481.863076923073
51,51,-92558.67999999998
52,52,16955.482631578947
53,53,18206.890000000003
54,54,11080.786250000001
55,55,13641.041290322588
56,56,12451.43666666667
57,57,7118.59744680851
58,58,-58578.664871794885
59,59,11295.031714285713
60,60,-12377.679999999997
61,61,18169.459024390246
62,62,16618.61534482758
63,63,-73706.63074074074
64,64,7935.905833333335
65,65,7305.643333333333
66,66,-6570.466206896548
67,67,12002.816428571427
68,68,15792.090588235296
69,69,16936.03550000001
70,70,-35736.44126984127
71,71,18598.38411764706
72,72,15955.827083333339
73,73,-11781.886833333325
74,74,-21268.821749999985
75,75,-1598.631282051281
76,76,14400.130089285723
77,77,-10245.835673758867
78,78,11475.459895833337
79,79,6987.512602739726
80,80,547.7848780487825
81,81,-25320.24343749999
82,82,-4283.6890140845
83,83,8592.322777777783
84,84,-16118.456285714292
85,85,10328.393582089551
86,86,12688.510338983051
87,87,-11118.1822
88,88,6054.099702970297
89,89,12263.57480519481
90,90,11622.614434782612
91,91,-12799.87469879518
92,92,19029.750588235293
93,93,-5545.741562499995
94,94,8663.11
95,95,7865.990588235296
96,96,11905.849166666669
97,97,-24970.573214285712
98,98,18130.26492537314
99,99,17141.249375
100,100,22535.268333333337
101,101,-169063.08368421052
102,102,-68440.82846153848
103,103,21041.588235294123
104,104,-34263.315833333334
105,105,30256.978000000003
106,106,-63428.405000000006
107,107,20699.86
108,108,64601.89666666666
109,109,-11848.722972972972
110,110,16059.546111111114
111,111,-4858.197083333332
112,112,8545.335
113,113,13260.260416666664
114,114,14174.4228
115,115,-18980.23351351352
116,116,11216.431585365855
117,117,-8199.562631578938
118,118,15095.906119402985
119,119,-12547.57657894736
120,120,17028.388709677423
121,121,18600.08869565218
122,122,-169121.95
123,123,157.21447058823833
124,124,14857.337012987013
125,125,9911.176808510638
126,126,-224.44648148148238
127,127,16520.079756097555
128,128,-50029.645416666666
129,129,17035.27157894737
130,130,23462.47807692309
131,131,-26074.165306122446
132,132,18124.539999999994
133,133,20946.909166666668
134,134,-77934.34666666666
135,135,12718.793846153847
136,136,19681.708611111117
137,137,13088.27686746988
138,138,7052.583272727271
139,139,-45901.81853658536
140,140,15244.214428571431
141,141,-40774.14343749999
142,142,10562.838636363636
143,143,33863.138823529414
144,144,-12997.70285714285
145,145,9858.729142857139
146,146,7623.248932038833
147,147,10373.43593548387
148,148,8589.802205882352
149,149,7112.209999999998
