,day,value
0,0,9687.386666666667
1,1,-2489.6000000000004
2,3,25828.03
3,5,82341.26333333334
4,6,20998.47
5,7,-6440.165
6,8,-6383.478
7,9,-27175.58
8,10,-4808.51
9,11,-16197.544000000004
10,12,-5191.81
11,13,-3672.635
12,14,-3777.18
13,15,-8413.2
14,16,-4302.7266666666665
15,17,-15193.93076923077
16,18,-9595.373333333333
17,19,-15336.611666666666
18,20,-5334.05
19,21,-25412.54
20,22,-21491.8975
21,23,-15430.1175
22,24,155711.21
23,25,-12496.274
24,26,-3578.9799999999996
25,27,62043.47999999999
26,28,-4256.01
27,29,-24053.7575
28,30,-8105.133333333334
29,31,-4884.0825
30,32,12945.457999999999
31,33,-44918.32
32,34,-49410.15
33,35,-4990.453749999999
34,36,-5618.605
35,37,8587.633333333333
36,38,-15616.975
37,39,-5849.754
38,40,-5077.905
39,41,-5202.365
40,42,-3061.18
41,43,-9793.878333333332
42,44,-8334.516666666668
43,45,-7297.205
44,46,14848.124999999995
45,47,-4831.5275
46,48,-4217.643333333333
47,49,-10753.85
48,50,-5609.62
49,51,6015.427142857144
50,52,-6443.1375
51,53,-14922.9875
52,54,-10808.245
53,55,-4686.382500000001
54,56,66985.5875
55,57,-2962.46
56,58,-8395.96375
57,59,-8280.601999999999
58,60,-5443.99
59,61,-4768.305
60,62,-6152.911999999999
61,63,6532.290000000001
62,64,12212.6725
63,65,-7983.332
64,66,13581.950000000003
65,67,-4450.866
66,68,12848.508333333333
67,69,26929.27666666667
68,70,-54579.75199999999
69,71,-6031.481666666667
70,72,-7406.433333333333
71,73,7858.850000000001
72,74,-5490.167777777778
73,75,-6735.05
74,76,5788.623333333334
75,77,-2722.4980000000005
76,78,-11397.295
77,79,-7312.284285714287
78,80,7385.598571428571
79,81,-4138.144
80,82,-16824.468
81,83,-4721.475
82,84,46913.092000000004
83,85,27430.155
84,86,-4374.34375
85,87,-4994.58
86,88,-4773.393333333333
87,89,-4735.515
88,90,-5710.69
89,91,-5134.238888888889
90,92,-10950.525000000003
91,93,-5724.913333333333
92,94,25622.047142857144
93,95,-4492.653333333333
94,96,54283.97
95,97,-4491.833333333333
96,98,-54664.83125
97,99,-5249.514000000001
98,100,-8261.995
99,101,-22914.99
100,102,-5753.992
101,103,-11182.91
102,104,-5617.26
103,105,-4097.45
104,106,34109.844999999994
105,107,-6917.833333333333
106,108,-4351.3525
107,109,-5049.72
108,110,45228.8675
109,111,-6910.1775
110,112,-3512.5
111,113,-5674.981666666667
112,114,-4222.644285714287
113,115,-4321.144
114,116,-10017.3175
115,117,-3958.8762500000003
116,118,-8375.158
117,119,-10332.066
118,120,-3641.3799999999997
119,121,78557.1925
120,122,709.7750000000005
121,123,-4686.4619999999995
122,124,18004.115999999998
123,125,28726.932857142852
124,126,104434.25666666667
125,127,-3874.54
126,128,-15203.682
127,129,-36747.0
128,130,-5407.64
129,131,-7309.39
130,132,-4622.32
131,133,-7779.800000000001
132,134,-17144.498333333333
133,135,11990.8325
134,136,23995.963333333333
135,137,-15844.761111111111
136,138,-4205.8533333333335
137,139,8099.670000000001
138,140,-6259.861999999999
139,141,-6189.07
140,142,-6336.515
141,143,-10314.07
142,144,-7716.517499999999
143,145,-175.92999999999998
144,146,-33405.2475
145,147,-4490.99
146,148,967.6299999999999
147,149,-8623.085
148,150,-4171.3975
149,151,67061.9225
150,152,68121.58333333333
151,153,-8307.645
152,154,-406.51
153,155,-3134.1766666666667
154,156,50295.15
155,157,-7550.0375
156,158,-21936.756666666668
157,159,-39133.9025
158,160,-7987.985714285715
159,161,-5051.4
160,162,-5482.4475
161,163,-6852.363333333334
162,164,-21777.847777777773
163,165,-6026.69
164,166,-5774.173333333333
165,167,30507.108571428573
166,168,22296.497500000005
167,169,-7093.61
168,170,-5412.431999999998
169,171,-5244.213333333333
170,172,-4366.8475
171,173,-5149.57
172,174,-9979.275
173,175,-5165.74625
174,176,14019.950000000003
175,177,-10169.803333333333
176,178,-8062.086666666666
177,179,-4487.45
178,180,-4190.056666666666
179,181,95588.80571428573
180,182,-7684.399999999999
181,183,-5562.233333333334
182,184,-7118.589999999998
183,185,-11117.776000000002
184,186,-4848.033333333334
185,187,-8073.798000000004
186,188,82679.42
187,189,-17882.91
188,190,-4749.885
189,191,4409.853999999999
190,192,-5988.436666666666
191,193,-15668.631666666668
192,194,-11974.1
193,195,19484.368333333336
194,196,-13462.093333333336
195,197,-11606.782500000001
196,198,-9108.425
197,199,-7250.8825
198,200,37384.258
199,201,-11202.74
200,202,-8368.1125
201,203,-5445.351428571428
202,204,-6687.4975
203,205,-5410.5225
204,206,-12811.714999999998
205,207,16399.673333333336
206,208,-4935.688571428572
207,209,-2007.2875
208,210,-7807.7575
209,211,-11364.964
210,212,-7463.29
211,213,-6388.565
212,214,-5461.17
213,215,59854.452727272714
214,216,22576.562500000004
215,217,-9646.43
216,218,-11564.927142857143
217,219,-4925.7880000000005
218,220,10699.004000000004
219,221,-9187.684
220,222,-7073.625
221,223,-9953.225
222,224,-5164.485000000001
223,225,-11769.98
224,226,-8409.698
225,227,-14524.464285714286
226,228,-5960.6625
227,229,-9194.835
228,230,-5150.8425
229,231,-9205.606
230,232,-16579.27666666667
231,233,-10713.244999999999
232,234,-12988.216250000003
233,235,-25512.364999999998
234,236,9146.90857142857
235,237,-12962.033999999998
236,238,-5094.32
237,239,-10029.135
238,240,-16859.8675
239,241,106244.72999999998
240,242,-869.17
241,243,-6453.326
242,244,-3127.8849999999998
243,245,-7685.166
244,246,153803.68
245,247,-6460.99375
246,248,-6396.011666666666
247,249,-5317.205
248,250,11640.582857142857
249,251,-20040.98
250,252,-8137.806
251,253,-2986.864
252,254,-10396.23
253,255,-4897.444285714285
254,256,-6735.05
255,257,-7774.238333333335
256,258,-4652.043333333334
257,259,2549.5249999999996
258,260,-9217.304285714285
259,261,-9801.7925
260,262,-9499.7
261,263,-8660.025
262,264,-9054.033333333333
263,265,-11226.32
264,266,-10157.68
265,267,-4457.246666666667
266,268,-7272.165000000001
267,269,-3582.2400000000002
268,270,5229.939999999999
269,271,-8036.483333333334
270,272,-9710.665
271,273,-28746.595
272,274,-2245.92
273,275,278493.555
274,276,-1457.6
275,277,32705.41
276,278,-8291.445
277,279,-8719.09
278,280,8396.467499999999
279,281,-7941.56
280,282,-10588.9875
281,283,-21517.745000000003
282,284,32806.665555555555
283,285,-9182.606
284,286,-17841.836250000004
285,287,-8437.753333333332
286,288,-17436.392
287,289,-5418.943333333334
288,290,-7820.7825
289,291,-5396.26
290,292,-5539.176666666666
291,293,-11228.23
292,294,-9846.205000000002
293,295,-5185.820000000001
294,296,-4592.7325
295,297,-1684.44
296,298,-20.138333333333247
297,299,1094.7725000000005
298,300,-9925.265
299,301,-11229.58
300,303,-5740.56
301,305,-2242.77
302,306,13475.49
303,307,18963.016666666666
304,308,3654.441666666667
305,309,46952.96444444445
306,310,-9069.167142857143
307,311,33821.805
308,312,-14280.355000000001
309,313,-15434.72
310,314,64439.815
311,315,-33253.96
312,316,-5682.168
313,317,-9787.890000000001
314,318,16239.992499999997
315,319,-4059.874
316,320,-6494.021999999999
317,321,-6636.083333333333
318,322,-6464.9580000000005
319,323,-6381.659999999999
320,324,-6195.733333333334
321,325,-6179.773999999999
322,326,30590.497500000005
323,327,-10503.773333333333
324,328,31876.79
325,329,-7072.484285714287
326,330,-1929.512000000001
327,331,-6118.25
328,332,-11177.136666666665
329,333,-5155.5
330,334,15231.687500000002
331,335,-6306.568333333334
332,336,31771.1175
333,337,20608.319090909088
334,338,-8833.429230769232
335,339,-7725.955
336,340,-8545.263333333334
337,341,-10706.0
338,342,-4843.8775000000005
339,343,-6178.515
340,344,-10400.890000000001
341,345,-10315.66
342,346,-5640.057500000001
343,347,-5356.191428571429
344,348,-9948.06
345,349,14308.356666666661
346,350,-35507.926666666666
347,351,-8492.256
348,352,14983.85142857143
349,353,-8018.998000000001
350,354,-14643.896666666666
351,355,-7982.715
352,356,-4738.360000000001
353,357,-317.4599999999998
354,358,-12303.8
355,359,-2374.8971428571426
356,360,42106.406
357,361,-7868.052857142858
358,362,-5735.522857142857
359,363,-6304.625
360,364,-7790.109999999998
361,365,-11336.992499999998
362,366,-9821.616666666667
363,367,-7085.08
364,368,28313.885
365,369,35862.53923076923
366,370,-10685.104285714286
367,371,-18013.593333333334
368,372,-10490.864285714286
369,373,-7969.405000000001
370,374,-15972.686000000002
371,375,-10235.236666666668
372,376,-5089.25
373,377,-8781.126
374,378,-5853.606666666667
375,379,-11266.71
376,380,-15505.2425
377,381,15313.005714285713
378,382,-6346.51
379,384,-5254.644444444444
380,385,-16681.913333333334
381,386,-7811.24
382,387,-8653.176666666666
383,388,33957.64666666667
384,389,-6963.463333333333
385,390,-7662.389999999999
386,391,7931.420666666667
387,392,-6992.509999999999
388,393,-10842.61
389,394,-14114.606666666667
390,395,5892.7225
391,396,21611.748888888895
392,397,-5141.671428571428
393,398,-5575.110000000001
394,399,-5382.56125
395,400,23235.120000000003
396,401,-14194.936666666668
397,402,-21209.68
398,403,6019.052000000001
399,404,-5765.563333333333
400,405,7864.447777777777
401,406,-8975.726666666667
402,407,-3909.2400000000002
403,408,329.5312500000002
404,409,-13286.208000000002
405,410,57401.61333333332
406,411,-7550.918333333332
407,412,-5948.1975
408,413,-16092.885999999999
409,414,-2361.2816666666663
410,415,-4316.650000000001
411,416,-4901.1866666666665
412,417,5692.161874999997
413,418,-9238.69888888889
414,419,-2897.23
415,420,-11709.691428571428
416,421,-2188.0671428571436
417,422,1582.845
418,423,-4532.15
419,424,-563.5209090909087
420,425,29888.05454545455
421,426,-10205.89
