,day,value
0,0,-21987.52
1,1,-8216.460000000001
2,2,-8684.21
3,3,-3378.756
4,4,-4625.24
5,5,-2537.886
6,6,-3653.3566666666666
7,7,-6479.884285714286
8,8,-24700.58
9,9,-9028.58
10,10,-18403.708333333336
11,11,-4595.7075
12,12,-5778.742
13,13,-52167.00749999999
14,14,125086.68199999999
15,15,-5673.185
16,16,-6801.982000000001
17,17,-5942.694
18,18,-4583.072499999997
19,19,-5966.05
20,20,-4215.584
21,21,-19037.876666666667
22,22,-19982.812
23,23,-5339.217999999999
24,24,-3348.6624999999995
25,25,-6266.105
26,26,-4518.786
27,27,156557.09666666665
28,28,-5996.594999999999
29,29,-7774.776000000001
30,30,-7394.677500000001
31,31,-5798.206666666668
32,32,-8199.388
33,33,-3557.53
34,34,-3899.4725
35,35,-6692.507142857144
36,36,-5613.666666666667
37,37,-11121.775000000001
38,38,-3965.165
39,39,-59134.96399999999
40,40,-5092.838333333333
41,41,-6894.96
42,42,-7574.352500000001
43,43,-8989.653333333334
44,44,-11658.173333333334
45,45,109577.48166666667
46,46,-7222.113333333334
47,47,-4817.490000000001
48,48,-3426.5200000000004
49,49,-6451.955
50,50,-14617.62
51,51,-4770.885
52,52,-3007.8425
53,53,-5616.588000000001
54,54,-5155.5
55,55,-8635.55
56,56,-8065.833333333333
57,57,-5894.033333333333
58,58,-4866.900000000001
59,59,-13301.435000000001
60,60,-3056.6949999999997
61,61,-29391.7375
62,62,-24463.0775
63,63,-7916.850000000001
64,64,-7567.610000000001
65,65,-6052.74
66,66,-7164.469999999999
67,67,-4682.736666666667
68,68,-7074.635
69,69,-5725.215
70,70,-10453.24
71,71,-3879.82
72,72,-11252.035
73,73,-3618.17
74,74,-13167.806
75,75,163710.41499999998
76,76,-25980.75
77,77,-8140.693333333334
78,78,-11819.612857142856
79,79,-6378.4
80,80,13145.343333333332
81,81,-6346.1175
82,82,-4536.75
83,83,-6344.716666666667
84,84,-12198.130000000001
85,85,-9480.756666666666
86,86,-50055.045714285705
87,87,-2281.103333333333
88,88,-3276.0433333333335
89,89,-2647.935
90,90,-6872.503333333334
91,91,-11211.613333333333
92,92,-9346.122857142856
93,93,-7113.94
94,94,-26216.5
95,95,6591.311999999998
96,96,20193.028
97,97,-5900.02
98,98,-8880.802
99,99,-6495.185
100,100,4033.551666666666
101,101,18852.2175
102,102,-3728.22
103,103,-3410.875
104,104,-4201.547500000001
105,105,219152.71666666665
106,106,-7175.700000000001
107,107,-4419.18
108,108,-124086.845
109,109,-6737.75
110,110,-8171.928571428572
111,111,-2962.8120000000004
112,112,-5591.579999999999
113,113,-8767.38
114,114,-10899.056666666667
115,115,-1845.3933333333334
