,day,value
0,0,11825.349560975612
1,1,11748.03084210526
2,2,-17948.412894736844
3,3,-18857.38806722689
4,4,662.0389677419403
5,5,12844.296772727277
6,6,13099.665321100916
7,7,10404.439166666665
8,8,-203007.6240625
9,9,6583.028333333333
10,10,6087.853417721521
11,11,-47258.5595
12,12,9116.620800000002
13,13,-5904.097037037036
14,14,-1759.4975000000038
15,15,7885.466923076922
16,16,7590.7533333333295
17,17,-17035.27289473682
18,18,7624.643617021274
19,19,6508.943749999999
20,20,9817.373636363638
21,21,-26723.51794871794
22,22,7214.73857142857
23,23,7250.0981249999995
24,24,10191.79679245283
25,25,10946.30451612903
26,26,13579.189361702129
27,27,-86994.61083333332
28,28,3499.299277108433
29,29,9736.04523809524
30,30,15324.32013888889
31,31,-56.01518072288564
32,32,-8529.232952380953
33,33,15693.791621621622
34,34,-6090.862765957444
35,35,-10208.934747474748
36,36,14064.894324324323
37,37,-15626.08422222222
38,38,11867.585185185188
39,39,13792.507341269848
40,40,-3310.5096026490023
41,41,-8656.268711340204
42,42,10700.116063829786
43,43,12256.28238095238
44,44,6254.875
45,45,-10033.267924528287
46,46,14219.392722222232
47,47,-12802.370869565202
48,48,-1981.64575
49,49,-4589.637580645163
50,50,17750.220833333336
51,51,10248.861666666666
52,52,19782.775
53,53,16524.599024390245
54,54,-99771.85263157896
55,55,-5663.1636923076885
56,56,15029.594918032786
57,57,18425.06428571429
58,58,-21798.986206896556
59,59,2679.0701149425263
60,60,-364.36717647058737
61,61,10959.400119047623
62,62,-7609.234414893626
63,63,14476.322248520708
64,64,-47125.2401388889
65,65,20299.11490196078
66,66,-19772.293499999996
67,67,2359.7905468749996
68,68,11835.851745152357
69,69,11743.996099585065
70,70,-7498.679862385322
71,71,-39480.74029197083
72,72,-685.2239215686262
73,73,12649.800268041226
74,74,13693.248217821785
75,75,15193.422269938654
76,76,-17323.353537117866
77,77,-23556.37837837837
78,78,-49190.25959459453
79,79,-4907.54774390244
80,80,1635.7872611464995
81,81,-4.491999999997857
82,82,17274.058867924527
83,83,-64378.212571428594
84,84,8656.401285714286
85,85,21709.331264367822
86,86,-22416.431097560977
87,87,2646.457431906626
88,88,-2967.9541489361677
89,89,6406.459840848806
90,90,2794.9811182108638
91,91,2744.5702027026973
92,92,-5974.579835390951
93,93,-1951.7356994818595
94,94,12650.760569620254
95,95,-53089.48544117651
96,96,-16990.091860465116
97,97,12562.100625
98,98,-374.78559602648426
99,99,1074.664926108379
100,100,849.75268817204
101,101,-17466.282969696986
102,102,3086.2274339622672
103,103,8368.755847750868
104,104,-3478.8639759036214
105,105,1479.0813452914745
106,106,-18571.6494300518
107,107,-1055.6332867132828
108,108,1278.9402953586502
109,109,3220.57588014981
110,110,-3586.9147395833224
111,111,13286.106067415732
112,112,-15266.536380090502
113,113,11281.664936170206
114,114,-70.21237864078171
115,115,-11020.21534090909
116,116,-893.0763736263716
117,117,3689.843543689319
118,118,11184.441609756099
119,119,-3474.296107382549
120,120,11532.395035460995
121,121,-41594.36062500003
122,122,16980.708470588233
123,123,1367.6445789473698
124,124,-1004.1967424242363
125,125,-10847.772876712332
126,126,-15242.92216666668
127,127,12744.372857142855
128,128,-5634.390272727269
129,129,3635.6979347826077
130,130,-1769.9858181818176
131,131,5399.110158730157
132,132,-7238.327788461539
133,133,14210.187843137253
134,134,9869.082823529416
135,135,-43466.439032258044
136,136,8801.460860927156
137,137,-2517.5535438596494
138,138,5157.858733624453
139,139,-3641.190961538455
140,140,-4622.924021739117
141,141,-16713.655999999995
142,142,-11500.409803921555
143,143,19060.289078947382
144,144,-8710.107453416154
145,145,16856.317487684733
146,146,-34486.03675925926
147,147,11155.274485981306
148,148,-9233.541851851856
149,149,15113.405688073388
150,150,11781.43185714286
151,151,-17930.89540697674
152,152,-18938.773968253976
153,153,6669.122222222223
154,154,9726.28819672131
155,155,10137.304864864862
156,156,14931.168714285715
157,157,-586.3857051282065
158,158,9958.980801282047
159,159,10350.668877005346
160,160,9155.051866666674
161,161,-47665.94223140497
162,162,-30724.718947368427
163,163,9678.384999999993
164,164,-2693.569371980677
165,165,9648.543892617445
166,166,8884.099999999997
167,167,-692.3474999999997
168,168,15276.416889632108
169,169,-7946.38555194805
170,170,-12352.804444444442
171,171,5847.098532818535
172,172,-5996.315767634858
173,173,9830.477259786474
174,174,-32259.03019354838
175,175,8949.090786516857
176,176,16274.488185185173
177,177,-8281.440066666682
178,178,20940.365013404833
179,179,-12153.612639751544
180,180,-5820.419324577847
181,181,-1594.653447368411
182,182,-1383.9624260355038
183,183,14389.007557251913
184,184,5398.899596412558
185,185,7872.43621993127
186,186,-14417.272523961648
187,187,-3920.2588764045004
188,188,9311.992543103453
189,189,1642.800919732436
190,190,-15195.918976377947
191,191,-13536.834766355134
192,192,4307.995735294121
193,193,13351.442242314683
194,194,1377.6391845493802
195,195,1324.1081960784406
196,196,-1919.1695408163175
197,197,182.56704326922934
198,198,-6002.502607260724
199,199,-7165.507807692293
200,200,3176.978917112297
201,201,1555.2415950920245
202,202,-7000.94607883817
203,203,-12747.756723549479
204,204,10677.06911032029
205,205,-24888.24557788946
206,206,9806.253840579711
207,207,11026.885000000002
208,208,9294.882539682538
209,209,-10780.285813008128
210,210,4869.426076388892
211,211,18049.279536423845
212,212,16381.025652173908
213,213,-17272.910809716603
214,214,17295.84052631579
215,215,-13407.458232558138
216,216,-9674.304538152608
217,217,-13366.385877192984
218,218,10554.912083333333
219,219,10936.548503937003
220,220,3754.582421652438
221,221,1368.5038613861493
222,222,2534.865257903494
223,223,-7568.609210526325
224,224,79.34319838057439
225,225,12610.25690615835
226,226,-6207.697843942501
227,227,-5833.887010101007
228,228,885.6735897435859
