,day,value
0,0,14793.004190476193
1,1,10160.2096969697
2,2,-8308.117647058823
3,3,-16881.641851851877
4,4,14508.212222222219
5,5,11174.757352941171
6,6,23063.55282608696
7,7,-57098.78543478266
8,8,13546.836470588236
9,9,-27800.449999999997
10,10,-34867.42629629629
11,11,18594.76538461539
12,12,1669.0165957446839
13,13,7695.445999999996
14,14,12720.70256097561
15,15,17968.523333333334
16,16,7091.638571428572
17,17,-31290.458372093024
18,18,-12674.129523809523
19,19,20443.791052631583
20,20,-67510.8370967742
21,21,24718.752419354827
22,22,35012.63
23,23,34300.74875
24,24,-34684.16374999998
25,25,-21455.785
26,26,34506.543750000004
27,27,12250.834186046512
28,28,-21622.049387755116
29,29,20065.826750000004
30,30,6787.063684210527
31,31,-54525.62450000001
32,32,27319.27738095238
33,33,19752.759218749998
34,34,-4076.382247191007
35,35,3029.7633333333315
36,36,-37809.70440000001
37,37,30087.637499999997
38,38,-7591.204852941173
39,39,-2694.884179104476
40,40,13673.114096385541
41,41,-3825.819701492539
42,42,15188.512093023252
43,43,14671.652307692304
44,44,16788.17954545455
45,45,-128497.3191666667
46,46,30183.045555555556
47,47,2353.424939759032
48,48,27809.160746268662
49,49,5647.834000000001
50,50,-40702.06368421051
51,51,17010.77511627907
52,52,-53305.341874999984
53,53,468.9475000000115
54,54,47291.48433333331
55,55,-10463.26078947369
56,56,37263.54307692308
57,57,-61125.96777777778
58,58,17444.8172972973
59,59,-10475.173606557386
60,60,32723.40850746269
61,61,-28118.771290322577
62,62,-32326.48775000002
63,63,21593.881166666662
64,64,40363.374444444446
65,65,14070.080000000002
66,66,-14394.2195180723
67,67,-16209.625185185185
68,68,21029.826046511622
69,69,-3014.5106569343056
70,70,32567.108333333334
71,71,24154.134107142854
72,72,13851.295263157897
73,73,-118725.73275862074
74,74,-13368.139499999994
75,75,-2229.106206896547
76,76,32474.737127659573
77,77,42444.18651515151
78,78,-26106.160499999994
79,79,47409.91736263734
80,80,-9358.70700934582
81,81,-72358.43485436891
82,82,3215.687011494254
83,83,8244.082833333332
84,84,16747.576451612906
85,85,-90578.30076923076
