,day,value
0,0,12823.933749999998
1,1,9118.403750000001
2,2,6154.4171428571435
3,3,3322.060624999999
4,4,8968.551200000002
5,5,20153.367500000008
6,6,12137.078787878789
7,7,-11355.398260869568
8,8,11615.875
9,9,-23154.041999999998
10,10,6554.1194444444445
11,11,-975.9943103448286
12,12,2054.843333333333
13,13,321.3346428571432
14,14,9052.822000000002
15,15,17786.68
16,17,1242.5529999999994
17,18,10814.74019230769
18,19,-2291.767777777778
19,20,12470.278124999999
20,21,-6726.608000000001
21,22,25431.0
22,23,-80814.05750000001
23,24,10495.751111111113
24,25,5543.083863636365
25,26,14758.427931034486
26,27,3906.2851612903223
27,28,8250.619583333333
28,29,10068.528333333334
29,30,-8760.260000000002
30,31,10062.93111111111
31,32,-8408.233461538463
32,33,1311.5793999999996
33,34,9481.746363636365
34,35,-21756.894210526316
35,36,12542.342222222222
36,37,22340.329090909094
37,38,17984.37285714286
38,39,6378.94574468085
39,40,-8756.815599999998
40,41,3040.2833333333347
41,42,12728.521142857142
42,43,13556.806666666664
43,44,15110.88
44,45,-18239.06227272727
45,46,3329.425483870968
46,47,6742.59135135135
47,48,10157.463333333333
48,49,11907.55722222222
49,50,-4474.312666666668
50,51,31824.63
51,52,-17671.745000000006
52,53,-24063.559545454544
53,54,15952.98153846154
54,55,4368.805555555556
55,56,-6569.779615384619
56,57,-1690.1649999999995
57,58,2794.2566666666667
58,59,22385.154999999995
59,60,-6516.259999999998
60,61,-5154.417878787876
61,62,-458.68446428571366
62,63,4394.139069767444
63,64,-4470.356190476193
64,65,-9367.54583333333
65,66,14101.912857142856
66,67,26051.01
67,68,22007.895142857145
68,69,18806.759500000004
69,70,-5726.224583333335
70,71,-31200.505454545455
71,72,17281.126666666667
72,73,-8259.322857142857
73,74,24169.254000000004
74,75,792.3481818181826
75,76,-3373.733888888897
76,77,-16004.694999999994
77,78,692.8141176470592
78,79,5362.161666666667
79,80,15194.892222222223
80,81,1615.329701492538
81,82,8508.488493150684
82,83,8124.222830188681
83,84,10002.171739130434
84,85,20884.403636363637
85,86,40998.138
86,87,-39583.39100000001
87,88,5808.065000000001
88,89,-14505.511612903225
89,90,-7517.819555555554
90,91,11159.298
91,92,12177.941951219509
92,93,12733.50041666667
93,94,-4450.491333333334
94,95,4722.836666666665
95,96,-1157.1649999999984
96,97,-12180.8613559322
97,98,6316.1774545454555
98,99,18947.08115384615
99,100,7888.472857142858
100,101,18848.20333333333
101,102,-2408.945744680852
102,103,-15964.440816326538
103,104,-13891.164285714287
104,105,15724.358750000001
105,106,10807.846666666666
106,107,36767.136666666665
107,108,-7049.289999999997
108,109,20472.265000000003
109,110,-5634.069999999999
110,111,-551.548928571426
111,112,6333.287837837838
112,113,2385.049615384615
113,114,-7925.379354838709
114,115,-6397.463749999999
115,116,-2836.649259259259
116,117,14451.244999999999
117,118,90974.074
118,119,15321.927407407407
119,120,28504.28
120,121,25683.670769230775
121,122,8121.956129032256
122,123,-16200.362857142856
123,124,11517.347027027028
124,125,-24975.46823529412
125,126,122644.9681818182
126,127,10821.015714285715
127,128,-84285.92333333332
128,129,3113.9625000000005
129,130,-2678.7515151515167
130,131,-2931.3178461538455
