,day,value
0,0,25508.127499999995
1,1,-49035.829999999994
2,2,93737.03666666667
3,3,-32708.02
4,4,51019.71777777778
5,5,-148668.39750000002
6,6,-14177.343749999985
7,7,23541.689999999995
8,8,-748.64
9,9,-2245.92
10,10,27789.463333333337
11,11,-35689.848
12,12,-28803.8725
13,13,43914.07
14,14,153091.98384615377
15,15,-13801.153333333335
16,16,-28820.715000000004
17,17,-81414.44875
18,18,165449.13
19,19,-10499.449999999995
20,20,-107660.03166666666
21,21,-89840.0
22,22,-12350.664999999999
23,23,15530.787500000002
24,24,24380.82
25,25,11611.383333333333
26,26,42351.55428571429
27,27,-31554.26
28,28,3587.8500000000004
29,29,-5743.125714285714
30,30,-7928.086000000001
31,31,44918.32
32,32,57002.59055555555
33,33,-12384.621428571429
34,34,58285.276249999995
35,35,-68781.17249999999
36,36,-42070.99444444444
37,37,-33528.31571428571
38,38,-55960.736666666664
39,39,143675.722
40,40,-113454.682
41,41,-11232.72
42,42,5775.210000000002
43,43,-5508.415454545455
44,44,2442.4325000000017
45,45,39628.16181818182
46,46,-154968.19
47,47,66599.56727272728
48,48,-137279.356
49,49,122252.68333333333
50,50,21336.2
51,51,35335.74
52,52,43795.355
53,53,49035.82666666667
54,54,-69328.61125
55,55,145683.572
56,56,-212800.52000000002
57,57,-19145.355000000003
58,58,1796.7300000000018
59,59,44918.315
60,60,-30694.183333333334
61,61,28851.034000000003
62,62,145086.15666666665
63,63,-51264.89916666667
64,64,-57270.854999999996
65,65,-78382.46500000001
66,67,-4604.13
67,68,44076.095
68,69,14016.119999999995
69,70,-97950.0025
70,71,47164.23
71,72,8596.240000000003
72,73,78760.52166666665
73,74,-18436.723000000122
74,75,-23956.436666666665
75,76,45760.534999999996
76,77,-113044.43
77,78,-7710.9800000000005
78,79,-2245.92
79,80,77484.09
80,81,84102.05666666666
81,82,-34923.99
82,83,47111.926666666666
83,84,31068.5
84,85,98194.58333333333
85,86,14224.130000000003
86,87,-48287.19125
87,88,-43267.57
88,89,-21683.07111111111
89,90,7379.435714285718
90,91,-10249.542727272737
91,92,-129590.3475
92,93,26530.389090909095
93,94,-6925.224999999999
94,95,-22459.16
95,96,-31055.402499999997
96,97,-29196.906666666666
97,98,-13843.303333333335
98,99,-1572.1419999999998
99,100,56147.89333333333
100,101,-19876.357500000002
101,102,135035.68375
102,103,-38406.76357142858
103,104,200513.114
104,105,64757.236666666664
105,106,25418.15166666667
106,107,-113749.02882352941
107,108,8933.130000000001
108,109,-56896.533333333326
109,110,186411.01
110,111,-89317.26250000001
111,112,-7745.2014285714295
112,113,-67377.47
113,114,181780.67833333334
114,115,7860.704
115,116,14871.170714285714
116,117,26470.643750000003
117,118,-82637.22555555555
118,119,21575.761666666665
119,120,4337.112222222223
120,121,-45166.862499999996
121,122,23582.11333333333
122,123,-30993.638000000014
123,124,10106.6175
124,125,-38966.64000000001
125,127,-11667.534999999998
126,129,11146.197499999998
127,130,-17068.96
128,131,-7433.817272727273
129,132,39927.53416666667
130,133,-2245.92
131,134,-46167.045999999995
132,135,48362.0525
133,136,-169689.71800000002
134,137,8200.798571428573
135,138,-22613.005
136,139,24137.697500000002
137,140,28392.11666666667
138,141,-30194.73
139,142,-3698.2766666666666
140,143,-20011.97384615384
141,144,-2139.7472727272743
142,145,9825.880000000001
143,146,106035.2975
144,147,-7687.717727272734
145,148,-14199.80333333333
146,149,-3829.29
147,150,20748.73285714286
148,151,11800.650909090908
149,152,107650.48499999999
150,153,-45632.92545454545
151,154,-19409.204
152,155,-4635.195000000001
153,156,-14639.63
154,157,-4794.340000000001
155,158,-5956.918333333334
156,159,-25246.170000000002
157,160,-6662.996666666666
158,161,-10906.49
159,162,-7818.997142857143
160,163,85619.925
161,164,176194.90000000002
162,165,-132339.3388888889
163,166,-2245.9166666666665
164,167,-25459.703000000005
165,168,59703.92833333334
166,169,8029.148750000008
167,170,-28811.89285714286
168,171,64567.27000000001
169,172,-43363.451538461544
170,174,12159.388000000003
171,175,-10860.605714285719
172,176,-40370.335
173,177,-15721.4125
174,178,-28904.93571428571
175,179,12726.855000000001
176,180,26298.577647058817
177,181,86494.70800000001
178,182,-123994.09100000001
179,183,5279.8988888888925
180,184,-3147.2766666666666
181,185,673.776000000001
182,186,37154.93333333334
183,187,-28081.434999999998
184,188,4581.3325
185,189,-23604.57666666667
186,190,-9958.584285714285
187,191,-10555.8
188,192,-4087.5674999999997
189,193,7618.146000000008
190,194,-3368.8733333333316
191,195,-15912.912666666669
192,196,-29071.338181818184
193,197,10855.259166666665
194,198,-7330.219999999999
195,199,-22369.32
196,200,20743.277000000002
197,201,-60235.46
198,202,-6063.973999999992
199,203,-1357.5322222222198
200,204,-1862.2233333333327
201,205,2919.69
202,206,22751.126666666667
203,207,-10435.65
204,208,90600.24166666665
205,209,-51706.75571428572
206,210,3582.2350000000015
207,211,99943.25
208,212,-23394.955555555553
209,213,-16915.48833333333
210,214,-3715.7411111111123
211,215,-46682.60777777778
212,216,-38501.41428571429
213,217,-11114.318
214,218,-3292.858461538463
215,219,-12050.086666666668
216,220,-11229.580000000002
217,221,174674.69375
218,222,-104263.57727272729
219,223,-42679.888333333336
220,224,16158.58
221,225,42463.977777777785
222,226,-6148.1925
223,227,-12550.366666666667
224,228,-39741.615999999995
225,229,14231.618333333334
226,230,-13475.494999999999
227,231,25667.60857142857
228,232,-14699.52
229,233,101066.20999999999
230,234,-7521.3233333333355
231,235,272654.175
232,236,-100167.84400000001
233,237,6088.035714285716
234,238,23007.801428571427
235,239,-9946.199999999999
236,240,145984.52666666667
237,241,-55842.45099999999
238,242,61388.36333333334
239,243,-11784.452941176489
240,244,100625.72875
241,245,-4969.0875
242,246,-45590.61666666667
243,247,-39677.846666666665
244,248,6227.602857142856
245,249,-135074.99
246,250,4229.808333333332
247,251,112295.79
248,252,-7031.513846153846
249,253,-3018.511999999999
250,254,-735.5387499999997
251,255,-9017.351666666666
252,256,-4966.468333333334
253,257,6734.9387499999975
254,258,-5794.463333333333
255,259,-9382.513333333332
256,260,-9382.315
257,261,1656.3624999999993
258,262,51996.59999999999
259,263,-4013.9516666666677
260,264,144668.416
261,265,-8415.773636363643
262,266,-42908.87300000001
263,267,-71824.38333333333
264,268,39022.7875
265,269,6191.238333333332
266,270,-66876.95428571428
267,271,7276.7660000000005
268,272,-18790.63210526316
269,273,117349.09499999999
270,274,-6337.11
271,275,-6674.25
272,276,43524.31105263157
273,277,-50246.07699999999
