,customer_id,tr_datetime,mcc_code,tr_type,amount,term_id,day
1502022,60151282,0 11:19:41,6010,7070,3674.77,,0
1502023,60151282,0 11:26:21,6010,7070,5243.09,,0
1502024,60151282,0 11:38:09,6010,7070,10263.84,,0
1502025,60151282,0 11:43:02,6010,7070,37376.98,,0
1502026,60151282,0 11:55:26,6010,7070,4194.7,,0
1502027,60151282,0 12:07:05,6010,7030,23859.04,,0
1502028,60151282,0 12:25:30,6010,7030,23919.0,,0
1502029,60151282,0 12:30:35,5722,1010,-224591.58,,0
1502030,60151282,0 13:18:32,6010,7070,29885.95,,0
1502031,60151282,0 13:20:34,6010,7070,1333.62,,0
1502032,60151282,0 13:21:37,6010,7030,2946.19,,0
1502033,60151282,0 13:38:36,6010,7030,1146.32,,0
1502034,60151282,0 13:42:34,6010,7070,9877.09,,0
1502035,60151282,0 14:19:06,6010,7070,18562.49,,0
1502036,60151282,0 15:21:23,4829,2370,-24687.11,,0
1502037,60151282,0 15:22:24,6010,7070,9416.9,,0
1502038,60151282,0 15:34:23,6010,7070,4743.37,,0
1502039,60151282,0 15:36:22,6010,7070,10732.56,,0
1502040,60151282,0 15:37:56,6010,7030,5703.95,,0
1502041,60151282,0 15:42:00,6010,7070,18721.06,,0
1502042,60151282,0 16:14:40,6010,7070,29376.58,,0
1502043,60151282,0 16:31:55,6010,7070,16392.27,,0
1502044,60151282,0 16:40:41,6010,7070,34003.16,,0
1502045,60151282,0 16:49:23,6010,7030,6950.44,,0
1502046,60151282,0 16:51:39,6010,7070,5795.14,,0
1502047,60151282,0 17:32:16,6010,7070,55024.94,,0
1502048,60151282,0 17:37:22,6010,7070,2888.47,,0
1502049,60151282,0 18:00:46,6010,7030,4941.91,,0
1502050,60151282,0 18:52:37,6010,7070,13017.55,,0
1502051,60151282,0 19:23:36,6010,7070,15249.77,,0
1502052,60151282,0 19:30:48,6010,7030,85055.08,,0
1502053,60151282,0 19:37:27,6010,7070,42188.63,,0
1502054,60151282,0 19:46:16,6010,7070,15224.16,,0
1502055,60151282,0 20:41:54,6010,7030,2260.74,,0
1502056,60151282,0 20:57:05,6010,7070,17353.29,,0
1502057,60151282,1 03:45:07,6010,7070,1816.5,,1
1502058,60151282,1 05:26:56,6010,7070,19573.38,,1
1502059,60151282,1 06:37:54,6010,7030,32010.81,,1
1502060,60151282,1 07:31:22,6010,7070,6194.24,,1
1502061,60151282,1 07:33:56,6010,7070,21905.99,,1
1502062,60151282,1 07:40:10,6010,7030,12708.51,,1
1502063,60151282,1 08:03:07,6010,7070,89054.15,,1
1502064,60151282,1 08:06:18,6010,7070,3895.99,,1
1502065,60151282,1 08:08:58,6010,7070,6370.54,,1
1502066,60151282,1 08:49:41,6010,7030,19286.58,,1
1502067,60151282,1 08:58:51,6010,7030,19808.98,,1
1502068,60151282,1 09:30:30,6010,7070,18840.99,,1
1502069,60151282,1 10:04:52,6010,7070,4516.54,,1
1502070,60151282,1 10:23:29,6010,7030,786.07,,1
1502071,60151282,1 10:43:11,6010,7030,21636.7,,1
1502072,60151282,1 11:00:54,6010,7030,8332.35,,1
1502073,60151282,1 11:32:31,6010,7070,7447.91,,1
1502074,60151282,1 12:39:32,6010,7030,13685.26,,1
1502075,60151282,1 12:40:41,6010,7070,21438.61,,1
1502076,60151282,1 12:50:21,6010,7070,9758.05,,1
1502077,60151282,1 13:28:29,6010,7030,12705.82,,1
1502078,60151282,1 13:40:24,6010,7070,18955.53,,1
1502079,60151282,1 15:49:48,6010,7070,37403.71,,1
1502080,60151282,1 16:07:19,6010,7070,18381.25,,1
1502081,60151282,1 16:16:10,6010,7070,40315.98,,1
1502082,60151282,1 16:56:13,6010,7030,5108.78,,1
1502083,60151282,1 17:30:29,6010,7030,7400.52,,1
1502084,60151282,1 17:59:32,6010,7030,118368.74,,1
1502085,60151282,1 19:02:58,6010,7070,13714.46,,1
1502086,60151282,1 19:12:04,6010,7070,20976.85,,1
1502087,60151282,1 20:28:05,6010,7070,6415.23,,1
1502088,60151282,2 07:15:59,6010,7070,14781.49,,2
1502089,60151282,2 07:53:14,6010,7070,4446.91,,2
1502090,60151282,2 08:06:54,6010,7070,6534.94,,2
1502091,60151282,2 08:27:04,6010,7070,6355.94,,2
1502092,60151282,2 08:39:15,6010,7030,22968.31,,2
1502093,60151282,2 08:56:17,6010,7070,29362.65,,2
