,customer_id,tr_datetime,mcc_code,tr_type,amount,term_id,day
2791758,76510478,39 12:38:29,4829,2371,-60280.38,,39
2791759,76510478,39 12:38:05,4829,4071,-602.8,,39
2791760,76510478,39 12:40:25,4829,2370,-9702.36,,39
2791761,76510478,39 12:42:45,4829,2370,-46265.86,,39
2791762,76510478,39 12:43:21,4829,2370,-26950.99,,39
2791767,76510478,46 12:15:47,4829,4071,-1576.63,,46
2791768,76510478,46 12:15:10,4829,2371,-157663.29,,46
2791769,76510478,46 12:17:13,4829,4071,-592.92,,46
2791770,76510478,46 12:17:24,4829,2371,-59292.18,,46
2791771,76510478,46 12:22:37,4829,2370,-26950.99,,46
2791772,76510478,46 12:23:36,4829,2370,-179673.26,,46
2791773,76510478,46 12:25:20,4829,2371,-50667.86,,46
2791774,76510478,46 12:25:60,4829,4071,-506.68,,46
2791775,76510478,46 12:27:60,4829,2370,-9702.36,,46
2791779,76510478,53 10:28:32,4829,2370,-367881.0,,53
2791780,76510478,53 10:35:20,4829,2370,-10510.89,,53
2791781,76510478,53 10:37:15,4829,4071,-1013.36,,53
2791782,76510478,53 10:37:28,4829,2371,-101335.72,,53
2791783,76510478,53 10:39:12,4829,2371,-102413.76,,53
2791784,76510478,53 10:39:32,4829,4071,-1024.14,,53
2791785,76510478,53 10:40:53,4829,2370,-6468.24,,53
2791786,76510478,53 10:43:16,4829,2370,-242558.9,,53
2791787,76510478,53 10:48:18,4829,2370,-4267.24,,53
2791788,76510478,53 10:50:46,4829,4071,-2486.45,,53
2791789,76510478,53 10:50:60,4829,2371,-248645.34,,53
2791790,76510478,53 10:53:20,4829,2371,-163053.49,,53
2791791,76510478,53 10:53:05,4829,4071,-1630.53,,53
2791795,76510478,60 10:35:47,4829,2371,-147332.07,,60
2791796,76510478,60 10:35:16,4829,4071,-1473.32,,60
2791797,76510478,60 10:38:16,4829,2370,-12958.93,,60
2791798,76510478,60 10:40:40,4829,2371,-50667.86,,60
2791799,76510478,60 10:40:19,4829,4071,-506.68,,60
2791800,76510478,60 10:42:46,4829,4071,-691.74,,60
2791801,76510478,60 10:42:29,4829,2371,-69174.21,,60
2791802,76510478,60 10:44:50,4829,2370,-386297.51,,60
2791803,76510478,60 10:47:03,4829,2370,-37753.84,,60
2791804,76510478,60 10:49:11,4829,2370,-35934.65,,60
2791805,76510478,60 10:52:60,4829,2370,-133407.4,,60
2791811,76510478,61 22:15:22,4829,2371,-395281.18,,61
2791812,76510478,61 22:15:59,4829,4071,-3952.81,,61
2791818,76510478,66 16:43:08,4829,2370,-6715.29,,66
2791822,76510478,67 12:11:31,4829,4071,-1096.01,,67
2791823,76510478,67 12:11:59,4829,2371,-109600.69,,67
2791824,76510478,67 12:32:42,4829,4071,-539.02,,67
2791825,76510478,67 12:32:12,4829,2371,-53901.98,,67
2791826,76510478,67 12:34:40,4829,2371,-152003.58,,67
2791827,76510478,67 12:34:03,4829,4071,-1520.04,,67
2791828,76510478,67 12:37:29,4829,4071,-53.9,,67
2791829,76510478,67 12:37:30,4829,2371,-5390.2,,67
2791830,76510478,67 12:39:34,4829,2371,-69398.8,,67
2791831,76510478,67 12:39:34,4829,4071,-693.99,,67
2791832,76510478,67 12:41:28,4829,2370,-12442.37,,67
2791833,76510478,67 12:42:59,4829,4071,-904.21,,67
2791834,76510478,67 12:42:54,4829,2371,-90420.57,,67
2791835,76510478,67 12:47:57,4829,2371,-147332.07,,67
2791836,76510478,67 12:47:13,4829,4071,-1473.32,,67
2791837,76510478,67 12:48:34,4829,4071,-143.74,,67
2791838,76510478,67 12:48:33,4829,2371,-14373.86,,67
2791839,76510478,67 12:50:19,4829,4071,-161.71,,67
2791840,76510478,67 12:50:46,4829,2371,-16170.59,,67
2791841,76510478,67 12:52:57,4829,4071,-161.71,,67
2791842,76510478,67 12:52:00,4829,2371,-16170.59,,67
2791843,76510478,67 12:54:29,4829,4071,-179.67,,67
2791844,76510478,67 12:54:20,4829,2371,-17967.33,,67
2791845,76510478,67 12:55:43,4829,2370,-1796.73,,67
2791846,76510478,67 12:57:04,4829,2371,-23829.17,,67
2791847,76510478,67 12:57:08,4829,4071,-238.29,,67
2791848,76510478,67 13:00:08,4829,4071,-71.87,,67
2791849,76510478,67 13:00:42,4829,2371,-7186.93,,67
2791850,76510478,67 13:01:18,4829,4071,-232.45,,67
2791851,76510478,67 13:01:57,4829,2371,-23245.23,,67
2791852,76510478,67 13:03:40,4829,4071,-125.77,,67
2791853,76510478,67 13:03:21,4829,2371,-12577.13,,67
2791854,76510478,67 13:05:14,4829,2371,-74115.22,,67
2791855,76510478,67 13:05:40,4829,4071,-741.15,,67
2791856,76510478,67 13:07:56,4829,2371,-46715.05,,67
2791857,76510478,67 13:07:04,4829,4071,-467.15,,67
2791858,76510478,67 13:09:01,4829,2371,-5075.77,,67
2791859,76510478,67 13:09:00,4829,4071,-50.76,,67
2791860,76510478,67 13:10:06,4829,4071,-280.29,,67
2791861,76510478,67 13:10:15,4829,2371,-28029.03,,67
2791862,76510478,67 13:12:10,4829,4071,-118.58,,67
2791863,76510478,67 13:12:50,4829,2371,-11858.44,,67
2791864,76510478,67 13:15:37,4829,4071,-565.97,,67
2791865,76510478,67 13:15:07,4829,2371,-56597.08,,67
2791866,76510478,67 13:16:00,4829,4071,-1482.3,,67
2791867,76510478,67 13:16:16,4829,2371,-148230.44,,67
2791868,76510478,67 13:18:03,4829,2371,-29646.09,,67
2791869,76510478,67 13:18:26,4829,4071,-296.46,,67
2791870,76510478,67 13:20:60,4829,4071,-444.69,,67
2791871,76510478,67 13:20:35,4829,2371,-44469.13,,67
2791872,76510478,67 13:21:53,4829,2371,-29646.09,,67
2791873,76510478,67 13:21:31,4829,4071,-296.46,,67
2791874,76510478,67 13:23:52,4829,4071,-889.38,,67
2791875,76510478,67 13:23:19,4829,2371,-88938.26,,67
2791876,76510478,67 13:25:25,4829,4071,-296.46,,67
2791877,76510478,67 13:25:05,4829,2371,-29646.09,,67
2791878,76510478,67 13:27:48,4829,2371,-29646.09,,67
2791879,76510478,67 13:27:19,4829,4071,-296.46,,67
2791880,76510478,67 13:29:36,4829,2371,-29646.09,,67
2791881,76510478,67 13:29:55,4829,4071,-296.46,,67
2791882,76510478,67 13:30:02,4829,4071,-296.46,,67
2791883,76510478,67 13:30:53,4829,2371,-29646.09,,67
2791884,76510478,67 13:31:52,4829,2371,-63986.14,,67
2791885,76510478,67 13:31:40,4829,4071,-639.86,,67
2791886,76510478,67 13:33:49,4829,4071,-539.02,,67
2791887,76510478,67 13:33:25,4829,2371,-53901.98,,67
2791888,76510478,67 13:34:39,4829,2371,-44469.13,,67
2791889,76510478,67 13:34:32,4829,4071,-444.69,,67
2791890,76510478,67 13:35:02,4829,4071,-64.68,,67
2791891,76510478,67 13:35:26,4829,2371,-6468.24,,67
2791892,76510478,67 13:37:31,4829,2371,-15766.33,,67
2791893,76510478,67 13:37:31,4829,4071,-157.66,,67
2791894,76510478,67 13:38:60,4829,2371,-49657.2,,67
2791895,76510478,67 13:38:51,4829,4071,-496.57,,67
2791897,76510478,67 13:41:39,4829,4071,-765.41,,67
2791898,76510478,67 13:41:46,4829,2371,-76540.81,,67
2791899,76510478,67 13:43:54,4829,2371,-62885.64,,67
2791900,76510478,67 13:43:50,4829,4071,-628.86,,67
2791901,76510478,67 13:45:34,4829,2371,-26950.99,,67
2791902,76510478,67 13:45:05,4829,4071,-269.51,,67
2791903,76510478,67 13:46:49,4829,2371,-26950.99,,67
2791904,76510478,67 13:46:30,4829,4071,-269.51,,67
2791905,76510478,67 13:48:09,4829,2371,-59292.18,,67
2791906,76510478,67 13:48:06,4829,4071,-592.92,,67
2791907,76510478,67 13:51:31,4829,2371,-29646.09,,67
2791908,76510478,67 13:51:47,4829,4071,-296.46,,67
2791909,76510478,67 13:52:36,4829,4071,-59.29,,67
2791910,76510478,67 13:52:52,4829,2371,-5929.22,,67
2791911,76510478,67 14:02:38,4829,4071,-741.15,,67
2791912,76510478,67 14:02:46,4829,2371,-74115.22,,67
2791913,76510478,67 14:03:35,4829,2371,-5188.07,,67
2791914,76510478,67 14:03:06,4829,4071,-51.88,,67
2791915,76510478,67 14:05:16,4829,2371,-10780.4,,67
2791916,76510478,67 14:05:42,4829,4071,-107.8,,67
2791917,76510478,67 14:06:47,4829,4071,-630.65,,67
2791918,76510478,67 14:06:17,4829,2371,-63065.31,,67
2791919,76510478,67 14:08:44,4829,4071,-152.05,,67
2791920,76510478,67 14:08:43,4829,2371,-15204.85,,67
2791921,76510478,67 14:09:50,4829,2371,-32341.19,,67
2791922,76510478,67 14:09:09,4829,4071,-323.41,,67
2791923,76510478,67 14:10:52,4829,2371,-18865.69,,67
2791924,76510478,67 14:10:57,4829,4071,-188.66,,67
2791925,76510478,67 14:12:36,4829,4071,-179.67,,67
2791926,76510478,67 14:12:10,4829,2371,-17967.33,,67
2791927,76510478,67 14:13:20,4829,2371,-336.89,,67
2791928,76510478,67 14:13:17,4829,4071,-3.37,,67
2791929,76510478,67 14:22:34,4829,2371,-37057.61,,67
2791930,76510478,67 14:22:42,4829,4071,-370.58,,67
2791931,76510478,67 14:26:05,4829,2371,-649518.84,,67
2791932,76510478,67 14:26:25,4829,4071,-6495.19,,67
2791933,76510478,67 14:28:03,4829,4071,-94.78,,67
2791934,76510478,67 14:28:29,4829,2371,-9477.76,,67
2791935,76510478,67 14:30:43,4829,4071,-296.46,,67
2791936,76510478,67 14:30:07,4829,2371,-29646.09,,67
2791937,76510478,67 14:31:24,4829,4071,-115.89,,67
2791938,76510478,67 14:31:51,4829,2371,-11588.93,,67
2791939,76510478,67 14:34:58,4829,4071,-269.51,,67
2791940,76510478,67 14:34:49,4829,2371,-26950.99,,67
2791941,76510478,67 15:53:16,4829,2371,-4042648.39,,67
2791942,76510478,67 15:53:53,4829,4071,-22459.16,,67
2791943,76510478,68 15:01:32,4829,2370,-12352.54,,68
2791944,76510478,69 14:54:06,4829,2371,-10780.4,,69
2791945,76510478,69 14:54:20,4829,4071,-107.8,,69
2791958,76510478,74 00:52:24,4829,2370,-518357.36,,74
2791959,76510478,74 00:58:30,4829,2371,-101335.72,,74
2791960,76510478,74 00:58:15,4829,4071,-1013.36,,74
2791961,76510478,74 01:00:17,4829,2371,-90420.57,,74
2791962,76510478,74 01:00:41,4829,4071,-904.21,,74
2791963,76510478,74 01:03:00,4829,2371,-69398.8,,74
2791964,76510478,74 01:03:09,4829,4071,-693.99,,74
2791965,76510478,74 01:10:31,4829,2370,-107803.96,,74
2791966,76510478,74 01:13:23,4829,4071,-1194.83,,74
2791967,76510478,74 01:13:05,4829,2371,-119482.72,,74
2791968,76510478,74 01:15:57,4829,4071,-539.02,,74
2791969,76510478,74 01:15:39,4829,2371,-53901.98,,74
2791970,76510478,74 01:17:22,4829,4071,-2720.03,,74
2791971,76510478,74 01:17:08,4829,2371,-272002.86,,74
2791972,76510478,74 01:20:16,4829,4071,-15.72,,74
2791973,76510478,74 01:20:24,4829,2371,-1572.14,,74
2791974,76510478,74 01:32:47,4829,2370,-15811.25,,74
2791975,76510478,74 01:36:36,4829,2371,-67377.47,,74
2791976,76510478,74 01:36:29,4829,4071,-673.77,,74
2791977,76510478,74 01:38:52,4829,4071,-311.28,,74
2791978,76510478,74 01:38:56,4829,2371,-31128.39,,74
2791979,76510478,74 01:39:13,4829,2371,-42986.83,,74
2791980,76510478,74 01:39:25,4829,4071,-429.87,,74
2791981,76510478,74 01:50:55,4829,2371,-64682.37,,74
2791982,76510478,74 01:50:42,4829,4071,-646.82,,74
2791983,76510478,74 01:53:00,4829,4071,-496.57,,74
2791984,76510478,74 01:53:52,4829,2371,-49657.2,,74
2791985,76510478,74 01:54:40,4829,2371,-26950.99,,74
2791986,76510478,74 01:54:02,4829,4071,-269.51,,74
2791987,76510478,74 01:58:13,4829,2371,-163053.49,,74
2791988,76510478,74 01:58:00,4829,4071,-1630.53,,74
2791990,76510478,74 09:39:53,4829,2371,-32341.19,,74
2791991,76510478,74 09:39:15,4829,4071,-323.41,,74
2791992,76510478,74 09:42:48,4829,4071,-1185.84,,74
2791993,76510478,74 09:42:52,4829,2371,-118584.35,,74
2791994,76510478,74 09:44:38,4829,4071,-323.41,,74
2791995,76510478,74 09:44:14,4829,2371,-32341.19,,74
2791996,76510478,74 09:47:08,4829,4071,-107.8,,74
2791997,76510478,74 09:47:53,4829,2371,-10780.4,,74
2791998,76510478,74 09:49:12,4829,2371,-64682.37,,74
2791999,76510478,74 09:49:47,4829,4071,-646.82,,74
2792000,76510478,74 09:50:28,4829,4071,-296.46,,74
2792001,76510478,74 09:50:44,4829,2371,-29646.09,,74
2792002,76510478,74 09:58:37,4829,4071,-3042.09,,74
2792003,76510478,74 09:58:05,4829,2371,-304209.29,,74
2792004,76510478,74 09:59:38,4829,4071,-107.8,,74
2792005,76510478,74 09:59:09,4829,2371,-10780.4,,74
2792006,76510478,74 10:01:39,4829,4071,-718.69,,74
2792007,76510478,74 10:01:58,4829,2371,-71869.3,,74
2792008,76510478,74 10:03:36,4829,4071,-808.53,,74
2792009,76510478,74 10:03:43,4829,2371,-80852.97,,74
2792010,76510478,74 10:05:46,4829,4071,-2362.7,,74
2792011,76510478,74 10:05:21,4829,2371,-236270.34,,74
2792012,76510478,74 10:06:02,4829,2371,-148230.44,,74
2792013,76510478,74 10:06:55,4829,4071,-1482.3,,74
2792014,76510478,74 10:07:54,4829,2371,-16170.59,,74
2792015,76510478,74 10:07:09,4829,4071,-161.71,,74
2792016,76510478,74 10:08:23,4829,4071,-181.92,,74
2792017,76510478,74 10:08:09,4829,2371,-18191.92,,74
2792018,76510478,74 10:11:23,4829,4071,-862.43,,74
2792019,76510478,74 10:11:26,4829,2371,-86243.17,,74
2792020,76510478,74 10:14:20,4829,2370,-126669.65,,74
2792021,76510478,74 10:16:16,4829,2371,-215607.91,,74
2792022,76510478,74 10:16:07,4829,4071,-2156.08,,74
2792023,76510478,74 10:29:38,4829,4071,-615.83,,74
2792024,76510478,74 10:29:39,4829,2371,-61583.01,,74
