,customer_id,tr_datetime,mcc_code,tr_type,amount,term_id,day
2966708,6736634,0 05:13:54,6010,7030,20464.78,,0
2966709,6736634,0 05:16:21,6010,7030,22863.42,,0
2966710,6736634,0 05:33:56,6010,7030,6917.42,,0
2966711,6736634,0 05:41:41,6010,7070,26372.44,,0
2966712,6736634,0 05:45:32,6010,7030,2695.1,,0
2966713,6736634,0 06:09:56,6010,7070,51844.72,,0
2966714,6736634,0 06:13:16,6010,7070,2784.94,,0
2966715,6736634,0 06:49:18,6010,7030,17113.88,,0
2966716,6736634,0 07:24:05,6010,7070,26196.36,,0
2966717,6736634,0 07:58:42,6010,7070,15775.31,,0
2966718,6736634,0 08:05:32,6010,7070,26196.36,,0
2966719,6736634,0 08:08:60,6010,7070,9266.65,,0
2966720,6736634,0 08:12:01,6010,7030,8487.76,,0
2966721,6736634,0 08:37:33,6010,7070,5259.93,,0
2966722,6736634,0 08:43:21,6010,7070,29538.28,,0
2966723,6736634,0 08:59:18,6010,7030,20464.78,,0
2966724,6736634,0 09:15:08,6010,7070,14761.06,,0
2966725,6736634,0 09:22:01,6010,7030,29322.68,,0
2966726,6736634,0 09:31:51,6011,2010,-145984.53,,0
2966727,6736634,0 09:33:23,6010,7070,7393.55,,0
2966728,6736634,0 09:35:42,6010,7070,36262.56,,0
2966729,6736634,0 09:48:40,6010,7070,2479.49,,0
2966730,6736634,0 09:49:25,6010,7070,17428.31,,0
2966731,6736634,0 09:54:50,6010,7070,4357.08,,0
2966732,6736634,0 09:56:36,6010,7070,7344.14,,0
2966733,6736634,0 10:10:14,6010,7070,14297.5,,0
2966734,6736634,0 10:25:51,6010,7030,17859.52,,0
2966735,6736634,0 10:27:47,6010,7030,40264.78,,0
2966736,6736634,0 10:48:34,6010,7070,13174.54,,0
2966737,6736634,0 10:50:38,6010,7030,22764.6,,0
2966738,6736634,0 10:52:48,6010,7030,14351.4,,0
2966739,6736634,0 10:53:54,6010,7030,4738.88,,0
2966740,6736634,0 11:10:08,6010,7070,18489.28,,0
2966741,6736634,0 11:11:21,6010,7070,4608.62,,0
2966742,6736634,0 11:12:58,6010,7030,3305.99,,0
2966743,6736634,0 11:14:41,6010,7070,7758.29,,0
2966744,6736634,0 11:30:32,6010,7030,6962.34,,0
2966745,6736634,0 11:32:48,6010,7030,5390.2,,0
2966746,6736634,0 11:32:19,6010,7030,17652.9,,0
2966747,6736634,0 12:00:57,6010,7070,29631.71,,0
2966748,6736634,0 12:03:57,6010,7070,11858.44,,0
2966749,6736634,0 13:01:12,6010,7070,5259.93,,0
2966750,6736634,0 13:25:06,6010,7070,4712.83,,0
2966751,6736634,0 13:41:41,6010,7030,6917.42,,0
2966752,6736634,0 13:47:21,6010,7030,3040.07,,0
2966753,6736634,0 14:01:43,6010,7030,15775.31,,0
2966754,6736634,0 14:03:55,6010,7030,6406.25,,0
2966755,6736634,0 14:13:29,6010,7030,6041.51,,0
2966756,6736634,0 14:19:20,6010,7030,3566.51,,0
2966757,6736634,0 14:22:01,6010,7030,20464.78,,0
2966758,6736634,0 14:37:58,6010,7030,6198.73,,0
2966759,6736634,0 14:40:45,6010,7030,30228.23,,0
2966760,6736634,0 14:41:19,6010,7030,17652.9,,0
2966761,6736634,0 15:02:58,6010,7030,2784.94,,0
2966762,6736634,0 15:21:54,6010,7070,8516.51,,0
2966763,6736634,0 15:38:35,6010,7070,4738.88,,0
2966764,6736634,0 15:42:12,6010,7070,11813.52,,0
2966765,6736634,0 16:10:35,6010,7070,1567.65,,0
2966766,6736634,0 16:18:08,6010,7030,21134.07,,0
2966767,6736634,0 16:36:56,6010,7070,9477.76,,0
2966768,6736634,0 16:41:59,6010,7030,12909.52,,0
2966769,6736634,0 16:47:36,5814,1010,-23447.36,,0
2966770,6736634,0 16:55:17,6010,7070,7928.08,,0
2966771,6736634,0 17:00:59,6010,7030,5780.99,,0
2966772,6736634,0 17:01:36,6010,7030,5917.99,,0
2966773,6736634,0 17:07:16,6010,7030,7928.08,,0
2966774,6736634,0 17:08:07,6010,7030,8696.19,,0
2966775,6736634,0 17:22:25,6010,7030,28464.74,,0
2966776,6736634,0 17:31:59,6010,7070,31150.85,,0
2966777,6736634,0 17:32:03,6010,7070,26187.38,,0
2966778,6736634,0 17:34:28,6010,7070,12653.49,,0
2966779,6736634,0 17:36:58,6010,7030,4869.15,,0
2966780,6736634,0 17:39:39,6010,7030,17113.88,,0
2966781,6736634,0 17:44:36,6010,7070,104641.71,,0
2966782,6736634,0 17:48:10,6010,7070,1352.04,,0
2966783,6736634,0 17:56:29,6010,7030,36546.44,,0
2966784,6736634,0 17:58:49,6010,7030,6953.36,,0
2966785,6736634,0 18:03:12,6010,7030,3436.25,,0
2966786,6736634,0 18:06:10,6010,7070,12388.47,,0
2966787,6736634,0 18:18:08,6010,7030,21511.38,,0
2966788,6736634,0 18:20:20,6010,7070,6692.83,,0
2966789,6736634,0 18:22:52,6010,7030,3957.3,,0
2966790,6736634,0 18:38:49,6010,7030,4738.88,,0
